password,strength_label,crack_time_seconds
"zyTA,hk^h",medium,0.1000000001
=`Y)DG-(ZE?l({jX,strong,1000000.0000000001
woman832@,weak,0.000379
first346@,weak,0.000101
"9lgfjc:+Z,M/vk",strong,10000.0000000001
keep725,weak,0.0000264
reflect767!,weak,0.005857
very869!,weak,0.000179
near555!,weak,0.000467
HI>Yz2SQ9Z!S,strong,100.0000000001
matter676!,weak,0.000429
wind231@,weak,0.001971
[yzIK-z00Br&,strong,100.0000000001
one679#,weak,0.000101
k*z>x1tGojXnK\,strong,10000.0000000001
"{2,nyFoia,h[&os\C57N",strong,10000000000.0000000001
CmL}GQ?M!1f1Q,strong,1000.0000000001
those808,weak,0.0000284104
x{)qEj9I~`(w,strong,100.0000000001
explain561,weak,0.00008288
"@+s#,06V0-wry",strong,1000.0000000001
moment165@,weak,0.000725
them721!,weak,0.000199
reason342,weak,0.0000558
|^X}img&$/hI\F+D$,strong,10000000.0000000001
?lij.Ns=,weak,0.0100000001
"cO""bZ!VXQOs",strong,10.0000000001
spring399!,weak,0.001347
school939#,weak,0.000101
"WK""se5MBuGjh",strong,100.0000000001
party561@,weak,0.000331
0/BQFZiq8,medium,0.1000000001
better893,weak,0.0000244
well226@,weak,0.000101
recently245@,weak,0.001653
\c!:X*WALw'Vc,strong,1000.0000000001
not421#,weak,0.000101
scientist714!,weak,0.005545
opportunity309@,weak,0.001677
"0X5L\oK[P""6)/gg8=F2*",strong,10000000000.0000000001
before433,weak,0.0000188
WUIjkfMO[l4,strong,10.0000000001
main892#,weak,0.000397
long427#,weak,0.000165
become59@,weak,0.00004544
reality48#,weak,0.0002242
"b<FzMfbk{ENS-e2x""q}6",strong,10000000000.0000000001
"_k""6<Z?4&",medium,0.1000000001
claim788!,weak,0.002569
write306#,weak,0.001203
Rl_V`FHnhw0Z,strong,100.0000000001
sure414,weak,0.0000157541333333333332120673731
yard723!,weak,0.002279
knowledge860@,weak,0.002113
^&Sf9--'$W\,strong,10.0000000001
rVa(tVaC|$5mYh^hzKh,strong,1000000000.0000000001
world468@,weak,0.000107
front853#,weak,0.000815
/7&6s8'1`sXm&/SJX3,strong,100000000.0000000001
s;xt=saW?X,medium,0.31
professor190,weak,0.0001142
"lR9d8k~?\wjIY""""l*O",strong,100000000.0000000001
really2#,weak,0.00000204
real475,weak,0.0000365943466666666663741125376
"""Bi64yZdq,[\qmnm",strong,1000000.0000000001
economic377!,weak,0.001157
.thuc&)3cpqVyrOE.,strong,10000000.0000000001
positive767,weak,0.0002046
break664@,weak,0.000651
seek577!,weak,0.001001
"gp:%?R\,W:P&|sU0$",strong,10000000.0000000001
wear874@,weak,0.001193
7t}/24XEb+,medium,1.0000000001
9Ty^NL6E^,medium,0.1000000001
"{9w,^\ji",weak,0.0100000001
herself783!,weak,0.001273
group574@,weak,0.000185
Fs=gyGa]wwz_DpYc=,strong,10000000.0000000001
however919@,weak,0.000185
F<QO]Ss6m!,medium,1.0000000001
environmental430!,weak,0.002401
great700#,weak,0.000233
person116,weak,0.000054
during735@,weak,0.000101
start867!,weak,0.000457
$)6jvpT9mM=YC<(,strong,100000.0000000001
work941@,weak,0.000215
agreement417,weak,0.0001982
national102#,weak,0.000127
<:Z)2KW45,medium,0.010001
two91,weak,0.000002
ehP^x=E>)>+.u|^\i,strong,10000000.0000000001
against820#,weak,0.000203
wrong656#,weak,0.000299
"Gc3)zjeVN5o$,Estz",strong,10000000.0000000001
rock824,weak,0.0000728
operation682@,weak,0.001169
sn|tlw(Bs|PVpN`_Z,strong,10000000.0000000001
car17!,weak,0.00000288
move855@,weak,0.000527
tonight710,weak,0.0000394
reflect943#,weak,0.005857
that435@,weak,0.000101
maintain510#,weak,0.0012038
8jf<Cz!M=F6]gY$0awq,strong,1000000000.0000000001
event739!,weak,0.000767
student910,weak,0.0001088
N_MtJ}fyAY#UMDPEv;,strong,100000000.0000000001
NLoS8H*%eZ:Nzr3,strong,100000.0000000001
wrong38#,weak,0.0000308
ru1+:R$MNx<sw,strong,1000.0000000001
dSs8vb<>c)QW,strong,100.0000000001
through723@,weak,0.000171
land663,weak,0.0000502
admit302!,weak,0.001091
machine998!,weak,0.001639
cup178@,weak,0.000535
qx\a@D$Sl?-.8U2+k-K,strong,1000000000.0000000001
<NX'[px%X,medium,0.1000000001
76z.Uv5em',medium,1.0000000001
it967,weak,0.0000100001
gun574#,weak,0.0005898
add391#,weak,0.0010000001
qlN]OS?ohX-|+tAt,strong,1000000.0000000001
always719!,weak,0.000273
fire270,weak,0.0000776
niJz~91/ChXcqSr>|7k,strong,1000000000.0000000001
"o\6Bk-,_WW",medium,1.0000000001
answer114,weak,0.000072
tonight29,weak,0.00000484
every323,weak,0.00003327466666666666640139737864
Hy(bP)NJ,weak,0.0100000001
message378!,weak,0.001165
(rDZZkcD,weak,0.0100000001
Bo:h\wooXy,medium,1.0000000001
mE)]hhwGM,medium,0.1000000001
Vz+mDla!~J*SL^?1,strong,1000000.0000000001
decision250@,weak,0.001265
*1{P4Q]6,weak,0.0100000001
standard425#,weak,0.001129
ball851#,weak,0.000583
HI(B?>*ch~8`o@GqWti,strong,1000000000.0000000001
GKwatMu.=}xX<Lb7,strong,1000000.0000000001
"j""~rWQVyHXsE_j~M(",strong,10000000.0000000001
successful10!,weak,0.0001072
who860@,weak,0.000101
Cz}@IG_4M*,medium,1.0000000001
eye852,weak,0.000007636
^H$\IXv7R=NbSiv#kP,strong,100000000.0000000001
direction245,weak,0.0001920660266666666650962724816
5\G_S}0([mNrwM#*ar\],strong,10000000000.0000000001
".~?x/.Dj2B""6i23",strong,100000.0000000001
challenge852!,weak,0.002595
|X%uAGSYiDB\AQF,strong,100000.0000000001
quite181!,weak,0.000773
result549@,weak,0.0002414
!--@72Ql/5mL,strong,100.0000000001
whom12#,weak,0.000101
z.QEqnK2,weak,0.0100000001
save962!,weak,0.000787
"`+`Jd""""{KVj)utqt",strong,1000000.0000000001
f.H;2[vO(lW%tz,strong,10000.0000000001
uE9Kw|KpQ5(-,strong,100.0000000001
_e{pw;L#%N8G,strong,100.0000000001
";AJ,-h|m1L",medium,0.538
"R!t5""BYp;@*a]]B#",strong,765600.01
student737#,weak,0.001079
say502,weak,0.00001288
wtd#k9#|cj1CF)oEBM-,strong,1000000000.0000000001
NF*YO/-PjILZb:P~]N\,strong,1000000000.0000000001
although204@,weak,0.000369
B>zSFmp?V%XD\,strong,1000.0000000001
professional357!,weak,0.000625
speech574@,weak,0.002041
"tY,o]U8nf\a#+=]O4",strong,10000000.0000000001
special209#,weak,0.000709
member746!,weak,0.000303
debate225#,weak,0.003777
rock222@,weak,0.00058106
N~j+T`.Dnz~>LH#,strong,100000.0000000001
""";rYevK`&m>;cvLYY",strong,10000000.0000000001
"bdfPFE@(Gg:B?^"",O_+",strong,156000000.000001
GEy_T/K2~S*]FG,strong,10000.0000000001
\sd2P#(`o'2,strong,10.0000000001
Y^Qn!x)Y\3h+C9,strong,10000.0000000001
source773,weak,0.0001414
"to;lok)IT9dt""+Y",strong,100000.0000000001
sense527#,weak,0.000847
clear990!,weak,0.000825
"nh,p@D*dz]->8)",strong,10000.0000000001
official634,weak,0.000089
"Bxt!B;'\,#n/*0seAkLy",strong,10000000000.0000000001
o8xj=<H|%E%]a.N)dF,strong,100000000.0000000001
participant381,weak,0.0009754
()~AZ^{Y9pM*)A3R,strong,1000000.0000000001
kid658@,weak,0.000615
s1G2=]y~vdNq.4$,strong,100000.0000000001
:`B)K_Fqch7,strong,10.0000000001
ky8Y)T.P^Jy},strong,100.0000000001
M~#-2mQORt2d,strong,100.0000000001
"AhjUy/t5nfn_&,96RHl",strong,1000000000.0000000001
.dIq/SePs>^wE`_jeng\,strong,10000000000.0000000001
answer244,weak,0.000072
"{]kN#jTxVP,",strong,10.0000000001
uQDGqtqGr0BbQr%0-lj/,strong,10000000000.0000000001
save391,weak,0.0000796
require297#,weak,0.003539
truth29!,weak,0.0000512
3J-M-}AvFO,medium,1.0000000001
"?oP]B._WMlXMN""9IQ@/",strong,1000000000.0000000001
@P9.`&V<jf3,strong,10.0000000001
yes471,weak,0.000014
XWTVJ{Dz,weak,0.0100000001
"+""EgHC-EAKy6q5%",strong,100000.0000000001
n~$2LyVer6&$*,strong,1000.0000000001
d5>=tK9\?XF,strong,10.0000000001
wait59#,weak,0.0000224
blood846@,weak,0.000855
over853@,weak,0.000101
"nR4!zAfh#""f&F?i|",strong,1000000.0000000001
"#5o,T(0I`VBg",strong,100.0000000001
"~w%m'G""(4tZ",strong,10.0000000001
recent125!,weak,0.001349
source780!,weak,0.001405
car361#,weak,0.0000618
"fg<*1$""Ug;eV*!h0&%w",strong,1000000000.0000000001
z1:4W5`1PFUFCp,strong,10000.0000000001
case467@,weak,0.000559
",C=)*GflDrpIBS8L5sB",strong,1000000000.0000000001
"dRUXaJD""r/9,y",strong,514.81
AwPw<ie-#,medium,0.1000000001
player984!,weak,0.000319
final361#,weak,0.000377
sport683@,weak,0.002271
tW$JU[*vK&lw2`4N]8,strong,100000000.0000000001
risk669#,weak,0.001501
%c=/jPDVCJd77k)p(,strong,10000000.0000000001
Y&e28u~B,weak,0.0100000001
`mlpsUb4rD[%Y,strong,1000.0000000001
character530#,weak,0.000265
#k0E*_\<2h,medium,1.0000000001
(89WN#?`Ur,medium,1.0000000001
firm431!,weak,0.002077
"9{,;odcR)K",medium,1.0000000001
woman482@,weak,0.000379
+7?TuIjM,weak,0.0100000001
5{%do-Rk<lLw>,strong,1000.0000000001
laugh327@,weak,0.001735
bill305@,weak,0.000309
!j\shVPf8;.[+a*V,strong,1000000.0000000001
usually455!,weak,0.000867
technology380!,weak,0.000997
dinner116#,weak,0.000701
"""c|a@]ZybwK??MP}-Wgc",strong,10000000000.0000000001
training996#,weak,0.000801
{}WoR^Z-58(->~*Xq,strong,10000000.0000000001
"Cg""VHI9K(CXy:dw#4",strong,10000000.0000000001
O8gnXwk[]m1Lux,strong,10000.0000000001
conference214,weak,0.00009542645333333333255723118782
vcxLM|5xCO<zs,strong,1000.0000000001
A%z{HnmdL50X$#EZ&,strong,10000000.0000000001
}%f^zWWpRRY,strong,10.0000000001
8%ZWVo9[`5Yd$K]!/,strong,10000000.0000000001
"nU""%l>JWAMr&d!^'|",strong,10000000.0000000001
O#pYS`d^X&0W=GP,strong,100000.0000000001
\Tkw#hcQ>oU5geg~,strong,1000000.0000000001
trouble451#,weak,0.000603
fund103!,weak,0.002631
RLfJ^em1|Mf4,strong,100.0000000001
certain552!,weak,0.001457
IY6YExv&T#92,strong,100.0000000001
heart691,weak,0.0000546
"JB>nhiIhwvnw""",strong,1000.0000000001
would672@,weak,0.000105
!}#%DD3Ab;|@VS,strong,10000.0000000001
church761!,weak,0.000295
c}<aRJ!P'%f*ZDnYj,strong,10000000.0000000001
day115!,weak,0.000253
environmental485@,weak,0.002401
character793#,weak,0.000839
V0`ltH%k(^jol,strong,1000.0000000001
economic763,weak,0.0001166
street244!,weak,0.000513
dog628!,weak,0.000421
~Jk)#a[DC1}[H,strong,1000.0000000001
Zd+SrIcR34,medium,1.0000000001
compare115,weak,0.0004478
month971@,weak,0.001427
"`gT/HqV~U#b""Y8?n:",strong,10000000.0000000001
power85@,weak,0.0000488
nothing794#,weak,0.000219
upon624!,weak,0.000761
Lsyg~BL=}->,strong,10.0000000001
west755#,weak,0.000209
high69#,weak,0.0000192
think857,weak,0.00001022133333333333325754210819
lot65@,weak,0.0000296
serve505,weak,0.00004228
scene391#,weak,0.001817
choose482#,weak,0.001819
"Cccz!wSxg[-""2]AI",strong,1000000.0000000001
what714@,weak,0.000101
"a^#,pj65u&_hin",strong,10000.0000000001
"uUga6gv0mj,c",strong,100.0000000001
wb3E$@hE[3TBS,strong,1000.0000000001
>VIPNNgeE$N`sIUL(,strong,5385600.01
$yyMsrwRXQ[)iZ7}M;?,strong,1000000000.0000000001
?4}T_q$1D0k.V,strong,1000.0000000001
"`vV&6DO,mHZT",strong,100.0000000001
customer812!,weak,0.004119
WY9r2_M8M,medium,0.1000000001
%'|>:Ocdj,medium,0.1000000001
5^]A`:1VCM5,strong,10.0000000001
such442#,weak,0.000123
blood365,weak,0.0000797501866666666660194096039
"m""pY9k!d&@#96",strong,1000.0000000001
hard52!,weak,0.000047
man357#,weak,0.000177
message91,weak,0.00001264
"b3`8qb""-Au@F~8",strong,10000.0000000001
'`6{Hj]BV,medium,0.1000000001
hBYpv8-A2DH,strong,10.0000000001
magazine41!,weak,0.0000924
tax381#,weak,0.0010000001
8dvHlHU{P,medium,0.1000000001
8P.Te!FkjS0*0m<RQ8J,strong,1000000000.0000000001
(TI|5D)pi6rH~Acr,strong,1000000.0000000001
operation373#,weak,0.001169
fGMg(783=Fa,strong,10.0000000001
prepare116,weak,0.000296
teach832@,weak,0.001799
"[l]$,0+Ylz$Y?B$QKGu",strong,1000000000.0000000001
tend557,weak,0.00017696
meeting983,weak,0.0000872
s{@pYl5g]->J,strong,100.0000000001
necessary957!,weak,0.002019
V@@3}@dq<a,medium,1.0000000001
machine551!,weak,0.0009422
HNginF![w6?BI~@aDn@,strong,1000000000.0000000001
memory699,weak,0.0001588
yi?FSmId('5sVD,strong,10000.0000000001
)97Y=u|o_o5T8i,strong,10000.0000000001
research421#,weak,0.000505
trouble660#,weak,0.000603
wTRbm2Ct(f.qR,strong,1000.0000000001
qgnG@&=Y\vTIbbj|L_O,strong,1000000000.0000000001
PDIW@c2:gfD,strong,10.0000000001
JOxlDuA)f+,medium,1.0000000001
S4P7L0eG8jmbNffp.|,strong,100000000.0000000001
"x/*SUz""@'l4_)}e",strong,100000.0000000001
"|,b?zGD_q6l^QiC7X.bS",strong,10000000000.0000000001
degree689@,weak,0.001039
-&4!37FM+rx\'0,strong,10000.0000000001
speech944@,weak,0.002041
seek986#,weak,0.001001
hit240@,weak,0.000697
always78@,weak,0.0000282
age577,weak,0.000029
hIXD`yKvTJt8,strong,100.0000000001
M?%fP0en6/2opG,strong,10000.0000000001
i1y329+jCy,medium,1.0000000001
">a,He[3^""i#z3&1h4y\",strong,1000000000.0000000001
]D2!e``iV7,medium,1.0000000001
smile311!,weak,0.001733
change731#,weak,0.000573
talk292#,weak,0.000209
end290!,weak,0.000285
"uI&""]<Vew$""C&ZVa{W",strong,100000000.0000000001
pay122#,weak,0.000709
test372!,weak,0.000187
action283@,weak,0.000913
EZCP#Ihyf:GUGG_f,strong,1000000.0000000001
a`GZ=@A(6nafPBPc#U,strong,100000000.0000000001
federal995@,weak,0.000927
uCT(gS}-6%,medium,1.0000000001
common382!,weak,0.000687
similar10,weak,0.00000466
??;9.4S_YLOyu,strong,1000.0000000001
forget325,weak,0.00004765994666666666628316306742
s%az1$q2MtcFV&_uL~]E,strong,10000000000.0000000001
agent199,weak,0.0001622
9KYfS3aq[1}a6w8P$,strong,10000000.0000000001
job658!,weak,0.000415
&soZxwo\693x[mH,strong,100000.0000000001
she613#,weak,0.000101
/J_HB<Q{+W3:=_dHl1,strong,100000000.0000000001
9Yzj'.MH,weak,0.0100000001
give198@,weak,0.000203
R8}jh#9n5j634{4U]7,strong,100000000.0000000001
time117#,weak,0.000101
x0RG5b;Zb>zu`,strong,1000.0000000001
/3+;0<&PTDU,strong,10.0000000001
"&x""g'lmc>TBTiTLu",strong,1000000.0000000001
m<RZt>6G@SL,strong,10.0000000001
>%*#yij>w1S,strong,10.0000000001
well655!,weak,0.000101
west81!,weak,0.0000218
least948,weak,0.0000586
whatever933!,weak,0.000209
foot646!,weak,0.001775
LZ26+uE1j1~^$)az@1,strong,91200000.01
role308,weak,0.0000562
"!]""b3MRW<ov95",strong,468.01
spring543,weak,0.000009076
result532!,weak,0.0002414
old794,weak,0.0000382
likely690@,weak,0.001975
benefit587,weak,0.0000444
"fos&2|RkqR,""CP",strong,10000.0000000001
natural143@,weak,0.001105
X6pa&6:S6`4yrJ1Zjm,strong,100000000.0000000001
attention518@,weak,0.001319
"h95#""Bg7MEnA-3*Ca7",strong,100000000.0000000001
~p>V'u}'7{%mEzHs,strong,1000000.0000000001
perform940#,weak,0.002681
X;!I!/2E%3G%A,strong,1000.0000000001
C7+/xB?/,weak,0.0100000001
trial920#,weak,0.001809
crime542@,weak,0.0007878
"DusD)J'l""",medium,0.1000000001
"/_H+GhE}[gMu9d:ZMV,%",strong,10000000000.0000000001
hospital867,weak,0.0000686
"{\0G2""'&q/^)7F89$@~",strong,1000000000.0000000001
small578#,weak,0.000371
W03U#B:9,weak,0.0100000001
do654!,weak,0.0001000001
4<+c&ut%f:.vZU51mJBS,strong,10000000000.0000000001
media427#,weak,0.000833
"Z,hh3$v'h",medium,0.1000000001
key18#,weak,0.0001000001
relate565#,weak,0.0020282
Nh6/<Uvansc0OQ,strong,10000.0000000001
argue599,weak,0.00006476
y}B)~s;]-!?O,strong,100.0000000001
"yIwSwNi;[w""vSm.O",strong,1000000.0000000001
development334@,weak,0.000449
T[IQd$P)u5,medium,1.0000000001
ago795@,weak,0.000593
.EF!Dz#diUSEZ,strong,1000.0000000001
"gQPj+7,Q_f",medium,1.0000000001
5V};2$IRrd,medium,1.0000000001
"Vl'5S#2~#cRdXH,xC",strong,10000000.0000000001
television28,weak,0.00000616
available548,weak,0.00007440181333333333273003518116
property663#,weak,0.001273
"ix6gFKy==f6r^*sx.v`""",strong,10000000000.0000000001
may502@,weak,0.000101
attorney272#,weak,0.001639
another945@,weak,0.000353
2Fm``[&tX;6/g|,strong,10000.0000000001
?j3g\R$52B,medium,1.0000000001
h$_**A=K(,medium,0.1000000001
off947!,weak,0.000195
p;%c|/]q{F]n#P{&\,strong,10000000.0000000001
'ZVR9I]6$S,medium,0.34
so666!,weak,0.0001000001
rather435!,weak,0.001011
#'^z!vGIA(\U``,strong,10000.0000000001
"Hkd91:J(Cu4""Ttz!4,4&",strong,10000000000.0000000001
team131#,weak,0.000149
"""9ofH_#HZ-PVaSf}E",strong,10000000.0000000001
"%S/%3d#-yY'.dp'""",strong,1000000.0000000001
"I|QJ-lTf,<T",strong,10.0000000001
development120!,weak,0.000449
fxoXY~)BZNC?k~:,strong,100000.0000000001
E6IfN[f2sVH0,strong,100.0000000001
interest932,weak,0.0001162
r5:?7Jq@>vMDlh,strong,3300.01
money655,weak,0.0000294
through698!,weak,0.000171
";B,YgYm&'w=",strong,10.0000000001
e9.pVnc70GT|lt]oYK,strong,100000000.0000000001
y:{5aAr752s-5^i,strong,100000.0000000001
table163#,weak,0.001173
Rx6eO6Ys,weak,0.0100000001
"3r~N36>,&72?0v",strong,10000.0000000001
game807!,weak,0.000243
unit391#,weak,0.001209
yourself670,weak,0.0000376
nation857!,weak,0.001809
agreement40@,weak,0.0001982
item881,weak,0.0004436
day141,weak,0.00002423775999999999980900611262
"Jwc;ySV""sA_",strong,10.0000000001
prepare106,weak,0.000296
leader764@,weak,0.001171
just348!,weak,0.000101
show137!,weak,0.000339
wind358!,weak,0.001971
from121@,weak,0.000101
smile287!,weak,0.001733
OzvTlQ_-GK,medium,1.0000000001
agreement59!,weak,0.00014868
up258,weak,0.0000015
"9EijVq""Wi{:\xxEA0/>",strong,1000000000.0000000001
_[OIBt4#@!z_)j,strong,10000.0000000001
magazine499,weak,0.0000924
he#Kq-CQI)b'~|1\qT,strong,100000000.0000000001
better858#,weak,0.000235
s!d?)T/z!:-T,strong,100.0000000001
/XOmmYW},weak,0.0100000001
serve84@,weak,0.0001814
"8hX=""NRX/I",medium,1.0000000001
r>bQV}Hp{,medium,0.1000000001
we499!,weak,0.0001000001
DEk!/0IbVepmT-x6=,strong,10000000.0000000001
cultural270@,weak,0.001409
bring995@,weak,0.000557
policy553!,weak,0.001327
fact324#,weak,0.000601
oA~c&R3[I,medium,0.1000000001
o+o%Fi8sk}[#fs,strong,10000.0000000001
s}|qlKkt%40;,strong,100.0000000001
"!V""f3+I<",weak,0.0100000001
p%2djmMpym+k,strong,100.0000000001
X|d7g!|\/na1XE`41<,strong,100000000.0000000001
^:4u;!!V^zF,strong,10.0000000001
0[Se*W+W)c{&#W5,strong,100000.0000000001
"o`\"")x#LL4P)dd",strong,10000.0000000001
institution33!,weak,0.0002944
important862!,weak,0.000609
"3uV8M(hsIQvj5yf2y""q'",strong,10000000000.0000000001
"g',L,&EZzQb![eFmgY<8",strong,10000000000.0000000001
-l6)27dw%,medium,0.1000000001
\=#3GwE_N>c`ja-oQT3A,strong,10000000000.0000000001
"W^=""6B!zP4U$I""j",strong,100000.0000000001
"2=G5t+-<,>ml!t$$8",strong,6960000.01
boy514@,weak,0.0001894
position859#,weak,0.000689
stop881@,weak,0.000263
<3.w5tc69E~9``}}{u'9,strong,10000000000.0000000001
"GE_<|T|%rgg^{z""d_;",strong,100000000.0000000001
W}GjxWNyVILS!O#KjM,strong,100000000.0000000001
&f)3?%w5ry*,strong,10.0000000001
picture465#,weak,0.000925
#*.iOo6mV,medium,0.1000000001
eat774@,weak,0.000781
A6r4q}u)djVi,strong,100.0000000001
#:@OR/&H@P@SuM,strong,10000.0000000001
.\+_OK[a/5;^H<0&EBKy,strong,10000000000.0000000001
sign803!,weak,0.000941
"7z?(UV,<W;)<Br1LQ",strong,10000000.0000000001
beyond751,weak,0.0001856110933333333318159930059
e>=|0Scbr,medium,0.1000000001
blue800!,weak,0.000521
receive779#,weak,0.002413
>3C$~azPQ,medium,0.1000000001
necessary120@,weak,0.002019
"c4&g-^,M|cUw",strong,100.0000000001
language440,weak,0.000065
term394@,weak,0.000729
"W^iZy?!,,FOD",strong,100.0000000001
_~'eGXgk%b}bWV0G5E[1,strong,10000000000.0000000001
every964#,weak,0.000351
hKv^B?MmJz;.PP~LMd#J,strong,10000000000.0000000001
call328#,weak,0.000229
":oDO""g9pkIA,a`Oa)",strong,10000000.0000000001
which870,weak,0.000011
o$7dBIk\q>T|91,strong,10000.0000000001
statement515@,weak,0.0012106
drive159!,weak,0.000999
"Zyk""sk1b,|xY'me\1""o",strong,1000000000.0000000001
myself924@,weak,0.000431
!F\I{bC6LX!H!^ok!b,strong,100000000.0000000001
XG}}$yM?]s8#:8,strong,10000.0000000001
miss43,weak,0.00000369
Al72*i_R2yct_)A#,strong,192000.000001
@3/XOQ%c{X*cUo=Rr5y,strong,1000000000.0000000001
writer685@,weak,0.001373
&OG&B6Ts+Ag,strong,10.0000000001
sit373#,weak,0.0001218
e<kO0).RyX482']%$PvG,strong,10000000000.0000000001
college754#,weak,0.000275
0:FY.um?K[Rie57UDgW{,strong,10000000000.0000000001
ago625!,weak,0.000593
what269,weak,0.00001022133333333333325754210819
;SO%):)A/]n,strong,10.0000000001
home223!,weak,0.000291
G+6'#uHx+*[=,strong,100.0000000001
}4ubs5kE,weak,0.0100000001
think386!,weak,0.000101
high463#,weak,0.000183
k$Uo5>Qw4@!D4|,strong,10000.0000000001
H:ev7/+c2r`J_t',strong,100000.0000000001
&D?P[=!o=,medium,0.1000000001
":W[!03lj""WY*",strong,100.0000000001
Ttii=!<Bmly*-r,strong,10000.0000000001
project354,weak,0.00006222965333333333283007959836
J/<kQ9{?13,medium,1.0000000001
e{N--Fs@KG@*^,strong,1000.0000000001
care877#,weak,0.000305
also751,weak,0.00001022133333333333325754210819
G@Io/!KaS!x~5l,strong,10000.0000000001
uc00;lP?q,medium,0.1000000001
miss879,weak,0.0000548
case990@,weak,0.000559
hl$O.:@436\hed,strong,10000.0000000001
Pse!#K0N-*WTY}F3ZK=E,strong,10000000000.0000000001
%e8UA@0f<V?;,strong,100.0000000001
u;yrMk_%'2)fWY*],strong,1000000.0000000001
very471#,weak,0.000179
i7m^}.X+I,medium,0.1000000001
3tL&\tU]'r.9e`#0,strong,1000000.0000000001
sometimes367!,weak,0.000739
people207!,weak,0.000187
manage853!,weak,0.002731
idea469!,weak,0.000369
manage336@,weak,0.002731
"M7`},@'QAKDJ6cM_",strong,1000000.0000000001
production181@,weak,0.000527
$~R1wGLU#jr%7dtu_#om,strong,10000000000.0000000001
"bw2|KQz#&,({9H}&",strong,1000000.0000000001
wonder864!,weak,0.000977
performance137,weak,0.0000583888
perform953,weak,0.0002481317333333333313021284994
&#nDR.+57}cP2Z=E<,strong,10000000.0000000001
large724@,weak,0.000379
<7}b{'G+A(<;G-<,strong,100000.0000000001
idea833@,weak,0.000369
#iuiohU\}:,medium,1.0000000001
always600!,weak,0.000273
cell907,weak,0.0000550224
Mr709#,weak,0.0001000001
08utn'pe$VyP,strong,33.01
financial941@,weak,0.001339
su0Q)_/oh@,medium,1.0000000001
believe241#,weak,0.000243
customer871!,weak,0.004119
jrdkGMNN,weak,0.0100000001
price529!,weak,0.000145
who468@,weak,0.000101
accept147#,weak,0.001381
southern88!,weak,0.0000678
walk261,weak,0.0000678
should79,weak,0.00000282
their242,weak,0.00001022133333333333325754210819
plan455@,weak,0.000745
"Gj6*yL;[e""$o)@Ne",strong,1000000.0000000001
side556@,weak,0.000461
b:f$0WW-Qf@$V[r`;D,strong,100000000.0000000001
learn183!,weak,0.001151
somebody47!,weak,0.0000544
necessary894,weak,0.0002028
forget27,weak,0.00000606
"USzbcVAd3""a=M]c.",strong,1000000.0000000001
year382#,weak,0.000101
political56@,weak,0.000054
d=2dH1Tx&T+iuOv2fj2,strong,1000000000.0000000001
B#3@;C~8e3ub,strong,100.0000000001
price374!,weak,0.000145
j`;bYLAM@.g,strong,10.0000000001
difference183#,weak,0.001405
zcI:n&7j,weak,0.0100000001
lzQO_Aed`C=x|,strong,1000.0000000001
order876,weak,0.000003436
first743,weak,0.000011
ready543!,weak,0.000469
6i^~_^Ta;oe,strong,10.0000000001
6?'d/qP_}SqA>OS|1[;B,strong,10000000000.0000000001
more657#,weak,0.000101
large514,weak,0.00003585663999999999971350916894
N:i*TxPqI!Zs#ui+wORO,strong,7507200000.01
"3^BV5;BY,9SMNb",strong,10000.0000000001
V@bYd|6'F>x[|#d,strong,100000.0000000001
/$me%/R21M`5_,strong,1000.0000000001
apply324@,weak,0.004533
military832@,weak,0.000515
difficult672#,weak,0.001453
environment205!,weak,0.002069
involve772!,weak,0.004697
w#\({267IAO,strong,10.0000000001
hit311#,weak,0.000697
challenge194#,weak,0.002595
VA\a~F5v[$,medium,1.0000000001
especially500!,weak,0.001039
"N#sgbpz]RsgFd-rl""",strong,10000000.0000000001
big577,weak,0.0000294
C4`^_/(Gc`qLI(zV1,strong,10000000.0000000001
choose958,weak,0.0001686438399999999986221155268
left70,weak,0.00000287
them560#,weak,0.000199
return425!,weak,0.000879
lw75.y26d>+L)#.ZMTJ,strong,1000000000.0000000001
when876@,weak,0.000101
power731#,weak,0.000479
B5*R&\4(F8V^NutF^\7,strong,1000000000.0000000001
source142,weak,0.0001304675199999999989358911989
create205@,weak,0.001487
"f5,Ma5X&x`W7J3Xx",strong,1000000.0000000001
LYuV80!J8GXf7#L\!,strong,10000000.0000000001
X*VcrkAY,weak,0.0100000001
industry624@,weak,0.000987
heavy885#,weak,0.001633
hold526@,weak,0.000475
D1'bR^zOGhJdjQCc,strong,1000000.0000000001
over183,weak,0.000011
W6opG_]75y=gxp2,strong,100000.0000000001
Hp$J8e6k\^^6|:kFzY{,strong,1000000000.0000000001
debate25!,weak,0.0003786
=pe_J)=U[gV!@bPnbhR>,strong,10000000000.0000000001
94S#$Fm!mw0H*xauOwF@,strong,10000000000.0000000001
this582,weak,0.000011
"fOZ@[2rG?I""WwAj",strong,100000.0000000001
q[v^uDobBeJ&6$[9}bcL,strong,10000000000.0000000001
*c~M'ft8mDS-Gj*V,strong,1000000.0000000001
picture650#,weak,0.000925
EDO+BYUx`+.q,strong,100.0000000001
company649#,weak,0.000227
"ryEdZ^vx]|""<YG<Ul]{",strong,1000000000.0000000001
magazine647!,weak,0.000915
light97!,weak,0.0000844
"0b;r!nwl""",medium,0.1000000001
