username,role,password,strength_label,crack_time_seconds
user8433,user,dream65,weak,0.00000605
user8434,user,network242@,weak,0.000851
user8435,user,84cvtkN9w,medium,0.1000000001
user8436,user,"V[<9m[P$@""",medium,1.0000000001
user8437,user,budget883@,weak,0.002995
user8438,user,}Ox/*akUn0!OpB_kZ3:,strong,1000000000.0000000001
user8439,user,go9m&`Eky0^+QJv&uIfg,strong,10000000000.0000000001
user8440,user,%WX9[.4v@m,medium,1.0000000001
user8441,user,popular552#,weak,0.000675
user8442,user,degree631!,weak,0.001039
user8443,user,p]|7k/(Tm4h65r,strong,10000.0000000001
user8444,user,stuff41,weak,0.00000596
user8445,user,sport92!,weak,0.000228
user8446,user,however279#,weak,0.000185
user8447,user,race577#,weak,0.000349
user8448,user,"Pfp^),7:|YG",strong,10.0000000001
user8449,user,argue242@,weak,0.002817
user8450,user,away431#,weak,0.000241
user8451,user,"|L/Jc@IjSW,a78",strong,10000.0000000001
user8452,user,V-PID`pI,weak,0.0100000001
user8453,user,because711,weak,0.0000144
user8454,user,daughter972@,weak,0.000643
user8455,user,live4#,weak,0.000006
user8456,user,"j8/NY(X""4EBokHg7D4",strong,100000000.0000000001
user8457,user,"""rY6<'f7KsITu",strong,1000.0000000001
user8458,user,1$e*hb5qSEc+O,strong,1000.0000000001
user8459,user,O@Ic(<s6wHl<u{kL=,strong,10000000.0000000001
user8460,user,HQZMTD5gq)H(*o),strong,100000.0000000001
user8461,user,available662!,weak,0.000797
user8462,user,";]U`o""8z",weak,0.0100000001
user8463,user,~i`q8i(qA8X^9CwAb,strong,10000000.0000000001
user8464,user,'!1<8=e'JL\,strong,10.0000000001
user8465,user,society924#,weak,0.000613
user8466,user,"[@9`k>p,92\l7E",strong,10000.0000000001
user8467,user,art540,weak,0.00001896
user8468,user,another587#,weak,0.000353
user8469,user,RygxehMuu[Z,strong,10.0000000001
user8470,user,8Q|;Z>nZ',medium,0.1000000001
user8471,user,s8(!xd>zvysnBj)4$,strong,10000000.0000000001
user8472,user,neX`Z\kj%QuXVZlv9dR,strong,1000000000.0000000001
user8473,user,window228@,weak,0.001443
user8474,user,wide631#,weak,0.001253
user8475,user,"9cQQ#D.5,57wkJG0/ay",strong,1000000000.0000000001
user8476,user,environmental978#,weak,0.002401
user8477,user,similar518,weak,0.0000742
user8478,user,w*%DLx}$Q)G\wgW*p7eq,strong,10000000000.0000000001
user8479,user,c/TjJG5%i,medium,0.1000000001
user8480,user,">ci%^>vt|U""vtNqh",strong,1000000.0000000001
user8481,user,"OiE@/P""7+D",medium,1.0000000001
user8482,user,another434!,weak,0.000353
user8483,user,"~n%80/yjoX""BP)$weB",strong,100000000.0000000001
user8484,user,"*lr,<_p9;r~:7NG",strong,100000.0000000001
user8485,user,)%EiSwsXFr,medium,1.0000000001
user8486,user,7QqcK%kl9,medium,0.1000000001
user8487,user,wt!QV({Sf[l>Z=,strong,10000.0000000001
user8488,user,benefit477@,weak,0.003019
user8489,user,place828@,weak,0.000307
user8490,user,bill690#,weak,0.000309
user8491,user,H[3L+hM1a,medium,0.1000000001
user8492,user,}_{M{~pI*lN,strong,10.0000000001
user8493,user,QuSw'eA!k,medium,0.1000000001
user8494,user,up84!,weak,0.0000100001
user8495,user,include501#,weak,0.0001822
user8496,user,trouble600!,weak,0.000603
user8497,user,participant302@,weak,0.009745
user8498,user,keep171@,weak,0.000255
user8499,user,expect721!,weak,0.001055
user8500,user,account9,weak,0.0000034926
user8501,user,"JI5,\%,qLfku>5S0=",strong,10000000.0000000001
user8502,user,UqcVgFnjlH,medium,1.0000000001
user8503,user,treat968@,weak,0.001737
user8504,user,white762@,weak,0.000101
user8505,user,"U,-Fg$.p5BDo",strong,100.0000000001
user8506,user,stand746!,weak,0.000693
user8507,user,listen547#,weak,0.000275
user8508,user,[%|?tGwO&wet,strong,100.0000000001
user8509,user,last624!,weak,0.000253
user8510,user,"w:,)<P-K=F8)urM",strong,100000.0000000001
user8511,user,agent845#,weak,0.001613
user8512,user,U^NHew]3=Lsr,strong,100.0000000001
user8513,user,through523,weak,0.00001667626666666666653782158392
user8514,user,house42,weak,0.00000346
user8515,user,5kt`XhKv}SUH`4,strong,10000.0000000001
user8516,user,sell660!,weak,0.001545
user8517,user,wait94!,weak,0.0000224
user8518,user,Rs;u/rYBw9)/Q8>Y8By^,strong,10000000000.0000000001
user8519,user,;dUQ3$jw~P9nQ,strong,1000.0000000001
user8520,user,pIZl~kMU0VJ5,strong,100.0000000001
user8521,user,discussion787@,weak,0.003069
user8522,user,whether92@,weak,0.000137
user8523,user,~aXfau8&e,medium,0.1000000001
user8524,user,community33#,weak,0.0000462
user8525,user,candidate704#,weak,0.002105
user8526,user,"~&,b2W8l(",medium,0.1000000001
user8527,user,;Bsf%;]Zix|b<7SrgO,strong,100000000.0000000001
user8528,user,"NO^H@~+]<?{)rhIR,2]",strong,1000000000.0000000001
user8529,user,OFOyePZ^.Fjt>6I*AFwD,strong,10000000000.0000000001
user8530,user,continue65#,weak,0.0001942
user8531,user,HD=[smp7gZ^Ho7,strong,10000.0000000001
user8532,user,wrong545,weak,0.0000284795733333333331074754824
user8533,user,d.7:$*^@..bi5gzm|nm,strong,1000000000.0000000001
user8534,user,S9@zlAaw1,medium,0.1000000001
user8535,user,kUky8m5uK,medium,0.1000000001
user8536,user,try454#,weak,0.000355
user8537,user,m=o]W]Zb},medium,0.1000000001
user8538,user,teach282,weak,0.0001808
user8539,user,xWyP:n3q,weak,0.0100000001
user8540,user,8_D($^^Ea@{:|z}jH9y[,strong,10000000000.0000000001
user8541,user,"i""k`qMkW2JtP#_U'^D",strong,100000000.0000000001
user8542,user,wide691@,weak,0.001253
user8543,user,according99,weak,0.00000316
user8544,user,huge247,weak,0.0001419019733333333321752434131
user8545,user,yp0+R\Cy.U\K{k.,strong,100000.0000000001
user8546,user,"!~kY""c*cZ~G",strong,10.0000000001
user8547,user,prove309!,weak,0.001161
user8548,user,"7,U20`[a",weak,0.0100000001
user8549,user,owner321,weak,0.000014104
user8550,user,want997#,weak,0.000101
user8551,user,"_Nw,lX""!QR1H0jL",strong,100000.0000000001
user8552,user,"lPBs""fKXmnWDI&;;",strong,1000000.0000000001
user8553,user,together870,weak,0.0000326
user8554,user,reach381,weak,0.0001824
user8555,user,w}E/9|'h,weak,0.0100000001
user8556,user,j{$b-KxktnNlUG|Et,strong,6720000.000001
user8557,user,Ha&cypgtIw^aL,strong,1000.0000000001
user8558,user,7&a$R.[-Lh/[|d.9!!~.,strong,10000000000.0000000001
user8559,user,?wrc.iN%al,medium,1.0000000001
user8560,user,uzCp=ah7XV\j<#;z*F,strong,100000000.0000000001
user8561,user,slV6h2}ZZm,medium,1.0000000001
user8562,user,computer206@,weak,0.000103
user8563,user,F@%@(t/;uIRiz,strong,1000.0000000001
user8564,user,"lhiS""V472!4e4r?vB?",strong,33000000.01
user8565,user,<H|(wZP!&?#-_;Ss,strong,1000000.0000000001
user8566,user,#gY3U[7}V+eg,strong,100.0000000001
user8567,user,stock133!,weak,0.002557
user8568,user,adult424,weak,0.0002520046933333333312702961848
user8569,user,YUGv#1bVetP-t~z~,strong,1000000.0000000001
user8570,user,Mrs253,weak,0.0001000001
user8571,user,me688@,weak,0.0001000001
user8572,user,8&iX.U$~Lez1KPe[,strong,1000000.0000000001
user8573,user,q`ZG!OQk#M!~Y~=i]Q=,strong,1000000000.0000000001
user8574,user,"T6Y6$+FJ,>+:$%X@DBiH",strong,10000000000.0000000001
user8575,user,suffer895!,weak,0.002905
user8576,user,design156!,weak,0.000651
user8577,user,@>5[[`IzWr]_|eV,strong,100000.0000000001
user8578,user,wvQ4Q>.y)*VF,strong,100.0000000001
user8579,user,apply283@,weak,0.004533
user8580,user,"x1wT*vc""&>J",strong,10.0000000001
user8581,user,#jSsI>Lsvg|8w9&@fiB,strong,1000000000.0000000001
user8582,user,ever628#,weak,0.000237
user8583,user,gxDmSBfJ^DZrA'+:!<,strong,100000000.0000000001
user8584,user,put372,weak,0.0000268
user8585,user,"pzO],L!h5",medium,0.1000000001
user8586,user,K{)'*D%?,weak,0.0100000001
user8587,user,voice512@,weak,0.0008326
user8588,user,mQopI1`+h8F7)0,strong,10000.0000000001
user8589,user,F4+(wB{A=,medium,0.1000000001
user8590,user,9Bq1_w:/j((,strong,10.0000000001
user8591,user,do301@,weak,0.0001000001
user8592,user,"a$vj=vE9\9c,&",strong,1000.0000000001
user8593,user,",)471%d3HXnd.+_n",strong,1000000.0000000001
user8594,user,in<G.p#:>8V=C*Qw,strong,1000000.0000000001
user8595,user,west932@,weak,0.000209
user8596,user,"!Y;ULZexlvDR20h>s,",strong,100000000.0000000001
user8597,user,Congress887#,weak,0.002929
user8598,user,seat876@,weak,0.001295
user8599,user,@{$o9-`y*V8)|0hUGV,strong,100000000.0000000001
user8600,user,`G1:JM80Ul,medium,1.0000000001
user8601,user,"""urlz.gx_F7BJ\`^pOk7",strong,10000000000.0000000001
user8602,user,"e$U>\`V4Q,m,",strong,100.0000000001
user8603,user,#'`zN$[-6@yGGD1(E5,strong,100000000.0000000001
user8604,user,L4vt<)'LjrMZl,strong,1000.0000000001
user8605,user,",0O*+x_^uY*H8",strong,1000.0000000001
user8606,user,think135#,weak,0.000101
user8607,user,news656!,weak,0.000717
user8608,user,miss611@,weak,0.000539
user8609,user,wonder283,weak,0.0000986
user8610,user,JIn_W`QKDDLAz*F=ziv,strong,1000000000.0000000001
user8611,user,he498!,weak,0.0001000001
user8612,user,"sK2]G}""8",weak,0.0100000001
user8613,user,success231#,weak,0.000555
user8614,user,V<]=7bkXJP2!fL.1HcxB,strong,10000000000.0000000001
user8615,user,he752#,weak,0.0001000001
user8616,user,often804#,weak,0.000431
user8617,user,leave96#,weak,0.000033
user8618,user,L[vJ9=/{T|n94s=,strong,100000.0000000001
user8619,user,carry115!,weak,0.001879
user8620,user,record102@,weak,0.000501
user8621,user,"qIV{`w.,9qZ",strong,10.0000000001
user8622,user,with500#,weak,0.000101
user8623,user,four470#,weak,0.000231
user8624,user,?P$!3?-p>x=ZcsOoN,strong,5120000.000001
user8625,user,great83!,weak,0.0000242
user8626,user,8WS?TMY*,weak,0.0100000001
user8627,user,bKZX#j/;w#xiv`,strong,10000.0000000001
user8628,user,AZK+3e4t]Sry6Bc50Z&,strong,1000000000.0000000001
user8629,user,W@<HC3ukrN&b,strong,100.0000000001
user8630,user,blood814!,weak,0.000855
user8631,user,"X7}_KP_>\y6M,",strong,1000.0000000001
user8632,user,face6,weak,0.0000015544
user8633,user,nTYs9yavV61q>`cm,strong,1000000.0000000001
user8634,user,discussion788#,weak,0.003069
user8635,user,ability429#,weak,0.002047
user8636,user,5R0+xCf:{jPPg,strong,1000.0000000001
user8637,user,"`OSS&,""$PYd9[!E",strong,100000.0000000001
user8638,user,"gIn""f#1-5AnJTJ<rU$#",strong,1000000000.0000000001
user8639,user,"\T9IE,DakBw",strong,10.0000000001
user8640,user,Ah?@_BLl,weak,0.0100000001
user8641,user,"M,DEX(i;K",medium,0.1000000001
user8642,user,'NFbh@Kz}[nJ.w.Ev*)B,strong,10000000000.0000000001
user8643,user,!<;T&%!s:eZ!bU,strong,10000.0000000001
user8644,user,improve877,weak,0.000327
user8645,user,aBzW(n<;h3b\`,strong,1000.0000000001
user8646,user,others829,weak,0.0000734
user8647,user,]A?K\BpNb)1+,strong,100.0000000001
user8648,user,million182!,weak,0.000503
user8649,user,standard661!,weak,0.001129
user8650,user,"(@%qc2""v5F3I",strong,100.0000000001
user8651,user,#)8?`\/7O1e=,strong,100.0000000001
user8652,user,DV@S1(%9{vW~@2,strong,10000.0000000001
user8653,user,HoBnUnQDyuiO5S!a+,strong,10000000.0000000001
user8654,user,born5#,weak,0.0000026
user8655,user,decide766#,weak,0.001565
user8656,user,l>$am4>{fpYZruK4,strong,1000000.0000000001
user8657,user,be563@,weak,0.0001000001
user8658,user,aLu`nnx|inA1/V,strong,10000.0000000001
user8659,user,m7ee)]Ta!Yu/dj.I^O,strong,33000000.01
user8660,user,that326,weak,0.00001022133333333333325754210819
user8661,user,serve194#,weak,0.001805
user8662,user,hT{uLB.6)E4h3/[/,strong,1000000.0000000001
user8663,user,$MWX8m7iL.yAMf\@,strong,1000000.0000000001
user8664,user,report312#,weak,0.001363
user8665,user,us937@,weak,0.0001000001
user8666,user,people466,weak,0.0000196
user8667,user,black614,weak,0.0000292
user8668,user,d]zrM@p3kaC-.&<UnL,strong,100000000.0000000001
user8669,user,policy360@,weak,0.001327
user8670,user,":,x)V=9.EXh]A?PGfl",strong,100000000.0000000001
user8671,user,Euv44AJutI1lDz40S)R,strong,1000000000.0000000001
user8672,user,member945,weak,0.0000312
user8673,user,international150,weak,0.0000274
user8674,user,)5_@/q#M/f,medium,1.0000000001
user8675,user,speak580!,weak,0.000879
user8676,user,V{%14W;wG,medium,0.1000000001
user8677,user,buy81,weak,0.00000974
user8678,user,FF@sZ%ed-7H,strong,10.0000000001
user8679,user,young88,weak,0.0000015
user8680,user,?a]Y(@n<6GQYe)4i,strong,195460
user8681,user,huge346#,weak,0.001529
user8682,user,L3m{RGDVv_8_N,strong,1000.0000000001
user8683,user,always650#,weak,0.000273
user8684,user,carry253,weak,0.0001741766399999999985766407917
user8685,user,=aZJG[G5$B,medium,1.0000000001
user8686,user,rock907,weak,0.0000274224
user8687,user,policy845@,weak,0.001327
user8688,user,teach952!,weak,0.001799
user8689,user,DZ;XRJ)E1d4AHtFLt/,strong,100000000.0000000001
user8690,user,real563!,weak,0.000387
user8691,user,long901#,weak,0.000165
user8692,user,modern251@,weak,0.000711
user8693,user,positive898#,weak,0.002037
user8694,user,f{[B?/~!'%I`ZGsLR:2,strong,1000000000.0000000001
user8695,user,w}WQIuzB?skI9+,strong,10000.0000000001
user8696,user,another566#,weak,0.000353
user8697,user,generation958@,weak,0.002257
user8698,user,mouth278!,weak,0.001177
user8699,user,T1Qr*pPDZPvNQKA,strong,100000.0000000001
user8700,user,indeed925@,weak,0.002533
user8701,user,high995@,weak,0.000183
user8702,user,"||]N%Wm5l8X&ahZr,.",strong,100000000.0000000001
user8703,user,will806@,weak,0.000109
user8704,user,write874@,weak,0.001203
user8705,user,"?L&Q,3)f(\.d69W",strong,100000.0000000001
user8706,user,policy231,weak,0.0001336
user8707,user,u!/t?Qbb+$ukm,strong,1000.0000000001
user8708,user,position8,weak,0.0000017568
user8709,user,he675,weak,0.0000100001
user8710,user,push382,weak,0.0001492
user8711,user,plan163!,weak,0.000745
user8712,user,structure335@,weak,0.001177
user8713,user,5oqea0$r',medium,0.1000000001
user8714,user,"rs=,o/1P\U64l)",strong,10000.0000000001
user8715,user,kind380,weak,0.0000306
user8716,user,SXTYJW%*PSdR3XX,strong,100000.0000000001
user8717,user,energy423@,weak,0.001149
user8718,user,type965!,weak,0.000945
user8719,user,qF#Wn@~fH}sjF%,strong,10000.0000000001
user8720,user,"!QL""4<OCJ)Il!",strong,1000.0000000001
user8721,user,both547#,weak,0.000177
user8722,user,J/$jX]}OViXVa+q$,strong,1000000.0000000001
user8723,user,2J;Rz;JbSN)Ff(^MG,strong,10000000.0000000001
user8724,user,forward648!,weak,0.001567
user8725,user,VD3G6%TYM39P,strong,100.0000000001
user8726,user,^V.U\@~C6!H4i4Y,strong,100000.0000000001
user8727,user,34=h8zKnBkEAYp:,strong,100000.0000000001
user8728,user,"wn0xTTk5BRUnw?nqz""I_",strong,10000000000.0000000001
user8729,user,run711@,weak,0.000525
user8730,user,project221@,weak,0.000665
user8731,user,recently987@,weak,0.001653
user8732,user,anyone828@,weak,0.000529
user8733,user,6!G:.Ba\hb7y|],strong,10000.0000000001
user8734,user,hB2Y&E\\[_xecP,strong,10000.0000000001
user8735,user,site785!,weak,0.000605
user8736,user,Ew{%avG.5@k8z)QQ5,strong,10000000.0000000001
user8737,user,Spssiyr4ey,medium,1.0000000001
user8738,user,h/<5N;T~M6,medium,1.0000000001
user8739,user,~[J[X.lW*6Kj542,strong,100000.0000000001
user8740,user,tax590#,weak,0.0010000001
user8741,user,{lvs5txN,weak,0.0100000001
user8742,user,attack185,weak,0.0001078
user8743,user,part627!,weak,0.000145
user8744,user,total624,weak,0.00005300831999999999957253749016
user8745,user,miss864#,weak,0.000539
user8746,user,brother466#,weak,0.000589
user8747,user,]&mhXnKn(Zxn]CS$)>,strong,100000000.0000000001
user8748,user,example425,weak,0.00006794687999999999944975570542
user8749,user,be242,weak,0.0000100001
user8750,user,B?&/v:vY;_,medium,1.0000000001
user8751,user,record392#,weak,0.000501
user8752,user,sell701#,weak,0.001545
user8753,user,them18!,weak,0.0000208
user8754,user,area230,weak,0.00001907381333333333318478253204
user8755,user,course78!,weak,0.0000354
user8756,user,nqrf'_Z&G:1y*[P}HD0&,strong,10000000000.0000000001
user8757,user,parent605,weak,0.0003142
user8758,user,"""@xe@^==0v<cmM?",strong,100000.0000000001
user8759,user,her814!,weak,0.000101
user8760,user,TU\h.s[(PmAC(,strong,1000.0000000001
user8761,user,"Y>LS<LbCu1""9#",strong,1000.0000000001
user8762,user,account965!,weak,0.002267
user8763,user,X'q2`A$V:,medium,0.1000000001
user8764,user,treatment486@,weak,0.001931
user8765,user,key479,weak,0.0001000001
user8766,user,"#X:yxTvhoj&)@HTt_,|",strong,1000000000.0000000001
user8767,user,art120@,weak,0.000507
user8768,user,`'EkYQ<x43y4-;}{>,strong,10000000.0000000001
user8769,user,7/A4h.&E}ScadiB9_.N,strong,1000000000.0000000001
user8770,user,let803,weak,0.0000178
user8771,user,trial248@,weak,0.001809
user8772,user,"A&"":;2wIEx,.kt",strong,10000.0000000001
user8773,user,responsibility418!,weak,0.002077
user8774,user,thing868#,weak,0.000171
user8775,user,begin361!,weak,0.001725
user8776,user,",E""fKMsV1Tf|ZW1J",strong,1000000.0000000001
user8777,user,81f*7$dN;h_%+k@]cj.,strong,1000000000.0000000001
user8778,user,hand545@,weak,0.000151
user8779,user,agent874,weak,0.000149647893333333332111578784
user8780,user,Uzq;^J-^Nq/y,strong,100.0000000001
user8781,user,hit429@,weak,0.000697
user8782,user,"D=Nv?N,YDpxOBnsw",strong,1000000.0000000001
user8783,user,poor58,weak,0.0000112
user8784,user,entire426!,weak,0.001123
user8785,user,]dKNL>IzMo9/,strong,100.0000000001
user8786,user,wCOj76]R,weak,0.0100000001
user8787,user,"(%W@e\!NgNz:-,""2",strong,1000000.0000000001
user8788,user,various831,weak,0.0000554
user8789,user,season401#,weak,0.000147
user8790,user,worry769#,weak,0.000499
user8791,user,term36@,weak,0.0000738
user8792,user,local725!,weak,0.000341
user8793,user,"NU!$fbeTv""",medium,1.0000000001
user8794,user,"h?z)P<zyLupQja,|",strong,1000000.0000000001
user8795,user,0-NJ=i8]&1,medium,1.0000000001
user8796,user,might564#,weak,0.000347
user8797,user,so737@,weak,0.00003788
user8798,user,b;1dGT?xZETNwxq,strong,100000.0000000001
user8799,user,4=?D`b5p[cph$+,strong,10000.0000000001
user8800,user,>y(=irKEtuL,strong,10.0000000001
user8801,user,L|_etYu(gu&tic?:#,strong,10000000.0000000001
user8802,user,whom308@,weak,0.001001
user8803,user,x_EJ|(9[^&$,strong,10.0000000001
user8804,user,fly883!,weak,0.0010000001
user8805,user,H?LFhOpvJm{6(ArUTJj,strong,1000000000.0000000001
user8806,user,continue706#,weak,0.001933
user8807,user,unit447@,weak,0.001209
user8808,user,)U~4+XJ7ukT_pF,strong,10000.0000000001
user8809,user,man412,weak,0.00001722954666666666653327411041
user8810,user,"0pYu_""E4-N^_",strong,100.0000000001
user8811,user,so729,weak,0.0000100001
user8812,user,"`o,l5$}^_%jK(",strong,1000.0000000001
user8813,user,KW.NyaM{,weak,0.0100000001
user8814,user,qLeO=f`s:{]wp,strong,1000.0000000001
user8815,user,o;/u_1Iat?m7$&,strong,10000.0000000001
user8816,user,drop568#,weak,0.001007
user8817,user,"UC>5vd0H|d6n'LW+""y_",strong,1000000000.0000000001
user8818,user,author812!,weak,0.001315
user8819,user,know301#,weak,0.000101
user8820,user,Qz^+F)d.~W,medium,1.0000000001
user8821,user,N`]Zq:GxA?U?`,strong,1000.0000000001
user8822,user,[1J2Fu+~~&<BV]I^MY,strong,100000000.0000000001
user8823,user,j+pN<!/k?#Hq<pQTz9m(,strong,10000000000.0000000001
user8824,user,o>:5+=w},weak,0.0100000001
user8825,user,w>0a}A$Z(qpsJRmf7,strong,10000000.0000000001
user8826,user,N4XC#F:o.U[-8,strong,1000.0000000001
user8827,user,xzJzU`?56}7,strong,10.0000000001
user8828,user,esDR%gb+w,medium,0.1000000001
user8829,user,6fY#wWg$-+npL+y0.y_Q,strong,10000000000.0000000001
user8830,user,threat462!,weak,0.002291
user8831,user,{Un*'~g}1Er<y+1Z,strong,1000000.0000000001
user8832,user,"{xY""Kd</%y^FOP&:8/",strong,100000000.0000000001
user8833,user,"FYM]^eYso{A,]",strong,1000.0000000001
user8834,user,",/>_br5m=-1<%E",strong,10000.0000000001
user8835,user,toward9@,weak,0.00003058
user8836,user,"ZZ1/@7""pPJ[MD$#!9CzM",strong,10000000000.0000000001
user8837,user,",_gyD5zF`Wa;`(",strong,10000.0000000001
user8838,user,throughout139@,weak,0.000799
user8839,user,lay361,weak,0.0001000001
user8840,user,situation607@,weak,0.001041
user8841,user,&:~y;6m3u}7>O\2Z[tF@,strong,10000000000.0000000001
user8842,user,)K{G``0l^qd$YuziK,strong,10000000.0000000001
user8843,user,policy162!,weak,0.001327
user8844,user,P7ETx7UiQN!=V|,strong,10000.0000000001
user8845,user,every399,weak,0.000036
user8846,user,"-7/[jyAqDw,q`rBN|",strong,10000000.0000000001
user8847,user,meeting452#,weak,0.000863
user8848,user,free373,weak,0.0000688
user8849,user,beautiful210#,weak,0.000597
user8850,user,decision309,weak,0.0001274
user8851,user,b$Y#8V/0G/PT{LcU({RW,strong,10000000000.0000000001
user8852,user,.]fz_oO8m>`;,strong,100.0000000001
user8853,user,HdlKSR-z'YN41&dL/B!R,strong,10000000000.0000000001
user8854,user,avoid686!,weak,0.002543
user8855,user,"{c|""\Yl*""*io#X",strong,10000.0000000001
user8856,user,}VJS2(t_|,medium,0.1000000001
user8857,user,hF2NTl3P@j4,strong,10.0000000001
user8858,user,truth232@,weak,0.000503
user8859,user,"Ez%:*W9$WSYg""Rf>dptV",strong,10000000000.0000000001
user8860,user,include205#,weak,0.000381
user8861,user,"SFD)""q'IBdbf`]A",strong,100000.0000000001
user8862,user,/FM96~zo*s!mL`b@,strong,1000000.0000000001
user8863,user,$7kIVYq}i*,medium,1.0000000001
user8864,user,become631@,weak,0.000557
user8865,user,central515,weak,0.00004120501333333333300288359168
user8866,user,moment870@,weak,0.000725
user8867,user,"M8.gsOeC,?-FC?P`.",strong,10000000.0000000001
user8868,user,#%P+8/CH<qU}9tC6C6,strong,4040000.000001
user8869,user,own96#,weak,0.0000414
user8870,user,great956#,weak,0.000233
user8871,user,_O%7bME.+,medium,0.1000000001
user8872,user,_+:-0Vh/QO*0P$,strong,10000.0000000001
user8873,user,history89@,weak,0.0000202
user8874,user,loss792,weak,0.0001486
user8875,user,+%o-HS}(<1j&S[k2,strong,1000000.0000000001
user8876,user,very475@,weak,0.000179
user8877,user,yard576!,weak,0.000493
user8878,user,daughter456#,weak,0.000643
user8879,user,"1{1?2""/DqS=g,|VB""",strong,10000000.0000000001
user8880,user,enter285#,weak,0.000381
user8881,user,southern661,weak,0.0000678
user8882,user,"oTVS7q60&L,aF9#d:jE^",strong,10000000000.0000000001
user8883,user,take838#,weak,0.000139
user8884,user,]'Z@6|dhKKT7{CJr,strong,1000000.0000000001
user8885,user,"f""WJo.w;W.U",strong,10.0000000001
user8886,user,staff604,weak,0.0001228
user8887,user,Yk|u.evMl,medium,0.1000000001
user8888,user,certain426,weak,0.0001352626133333333322298130952
user8889,user,t(p^a0>),weak,0.0100000001
user8890,user,fund880,weak,0.000264
user8891,user,"N04""tU!Hs,V@\??mdq&G",strong,10000000000.0000000001
user8892,user,a617#,weak,0.0000100001
user8893,user,qCXy>g|_S(WX,strong,100.0000000001
user8894,user,development87!,weak,0.0000458
user8895,user,9J7d]t%q^$b4qM,strong,10000.0000000001
user8896,user,"X[KSRVNJu2i(C2N""\",strong,10000000.0000000001
user8897,user,"!e9[stZCN(*5D,lM",strong,1000000.0000000001
user8898,user,O_{?B<i3m,medium,0.1000000001
user8899,user,news788#,weak,0.000717
user8900,user,$QdY.G}K,weak,0.0100000001
user8901,user,break910,weak,0.000066
user8902,user,worry133@,weak,0.000499
user8903,user,know461#,weak,0.000101
user8904,user,project808@,weak,0.000665
user8905,user,represent127#,weak,0.002913
user8906,user,K`Q2`:4^9z,medium,1.0000000001
user8907,user,which246!,weak,0.000101
user8908,user,!z6b:2PMvdE,strong,10.0000000001
user8909,user,{2A#\sn^,weak,0.0100000001
user8910,user,O}Mh]hAp2J/jwhn4Y,strong,10000000.0000000001
user8911,user,beyond278#,weak,0.002003
user8912,user,Zr.!'-PE%m6l^,strong,1000.0000000001
user8913,user,"b=[U,tvC>",medium,0.1000000001
user8914,user,gBl6~049#`u*up<h:,strong,10000000.0000000001
user8915,user,when96!,weak,0.000011
user8916,user,total836@,weak,0.000565
user8917,user,D(<4mJsZwTw`,strong,100.0000000001
user8918,user,L=.vscGXq'X~Aiz%Q,strong,10000000.0000000001
user8919,user,by274@,weak,0.0001000001
user8920,user,not533@,weak,0.000101
user8921,user,product461!,weak,0.001935
user8922,user,the235!,weak,0.000101
user8923,user,v?EkdnNq;1(,strong,10.0000000001
user8924,user,$4NkzLU`$.v@B9%|!B]H,strong,10000000000.0000000001
user8925,user,reveal193!,weak,0.004883
user8926,user,war200#,weak,0.000169
user8927,user,now950,weak,0.000011
user8928,user,eRXCU4kT_eejiU/V1,strong,10000000.0000000001
user8929,user,become393@,weak,0.000557
user8930,user,assume1@,weak,0.00001998
user8931,user,s*:*n/klr',medium,1.0000000001
user8932,user,Xuj0XF1AI>,medium,1.0000000001
user8933,user,thousand53@,weak,0.00006992
user8934,user,lose922#,weak,0.000749
user8935,user,"T""R)n?s1*B_v:",strong,1000.0000000001
user8936,user,^hK8~2_$K~k,strong,10.0000000001
user8937,user,Ugq!dkP%7o(,strong,10.0000000001
user8938,user,E(yM!_HB,weak,0.0100000001
user8939,user,"l]6{r='Qnf~sU1,",strong,100000.0000000001
user8940,user,prove889@,weak,0.001161
user8941,user,six806@,weak,0.000491
user8942,user,Uv.E3w'?{nz|;s,strong,10000.0000000001
user8943,user,mo^bIp*u8FPyYSp,strong,100000.0000000001
user8944,user,sort888,weak,0.00000503
user8945,user,piece961!,weak,0.001059
user8946,user,WkPjjx.6jeW~7,strong,1000.0000000001
user8947,user,behind328,weak,0.0000766
user8948,user,",h(S;6#;|$1m",strong,100.0000000001
user8949,user,awseex]'?3,medium,0.31
user8950,user,traditional678!,weak,0.001173
user8951,user,jChw#-)_n38GJ<n#hs,strong,100000000.0000000001
user8952,user,"k:\i""Z""to)OoTQ~gz#&B",strong,10000000000.0000000001
user8953,user,owner415#,weak,0.002185
user8954,user,idea552#,weak,0.000369
user8955,user,those151,weak,0.00002700415999999999978626874508
user8956,user,sound219#,weak,0.000869
user8957,user,"PQ00I]f""e<IE",strong,100.0000000001
user8958,user,rYW2x]\P0]q/,strong,100.0000000001
user8959,user,"dQxmC?@HK5dW{*M&K)Y""",strong,10000000000.0000000001
user8960,user,",+)JsY\;Y",medium,0.1000000001
user8961,user,ubp?4t;4oLUeu,strong,1000.0000000001
user8962,user,north376,weak,0.000019
user8963,user,building362#,weak,0.000383
user8964,user,Z)bU?2:G,weak,0.0100000001
user8965,user,k>k=x&3b*oR.R$;F,strong,1000000.0000000001
user8966,user,better322@,weak,0.000235
user8967,user,"+E4v""&C\\",medium,0.1000000001
